index,Class,tweet
298,2,From what I saw Kalenjins are locked under Uhuruto till 2022. Ignore contrary noise. Good night my Kalenjin brothers and sisiter
299,2,From water tunnel in Murang'a to Itare Rifty Valley Tribalism Prince
300,2,From the Lakeside City of Kisumu the demos are in full swing the chants of getting louder minute by minute. Peoples power is so SUPREME. It's either there are REFORMS or there's no ELECTION. The resolve is unstoppable
301,2,Big shout to ALL NASArites..we are winning.The truth is coming out. reforms Chiloba out. OUT
302,2,Big shame..Gov Mandago and company should be behind bars.. Luhyas are no children of a lesser God..
303,2,Big question is why China is an invader? We don't need to watch your propaganda video. I know it's ur job.
304,2,BiE has learned Masai Uijiri's plan to land Wiggins: Convince the T-Wolves they are actually the Nuggets & give them a bag of magic beans
305,2,Bidco s Attempt To Bribe And Fix Nyakundi & XTianDela
306,2,Bidco wangeita nyakundi wakunywe chai ii mambo iishe
307,2,Bidco Communications officer Pharis Kimaru Shoots himself after failing to stop Blogger Cyprian Nyakundi from exposing Vimal Shah
308,2,Bicycles uses fuel nowadays ?that's a new one RT : Petrol prices are so high.. in Nairobi I saw 8 Luhyas on One bicycle
309,2,Biashara tingz RT : Kikuyus on twitter will tweet hardcore kiuk words then DM you that they are selling kikuyu dictionaries
310,2,Biased history. Do you know the white men like Liboi Elgal Gaal Delay and where they are today. My ancestor who fought too in WWII and commonwealth war at the memorial graves in my home county. Kenya isn't owned by Kikuyus Luos or Kalenjins.
311,2,Beyond just giving the names Raila Odinga is giving the 'money trail'.
312,2,Beware enemies of peace are patiently longing to see kalenjins and kikuyus separate. what God brought together no separation.
313,2,Beware China has Reputation of lies are promoting CHN Propaganda against Tibetan in . Stop spreading lies.
314,2,Beware ... DP Ruto Owns NTSA Cars Blogger Cyprian Nyakundi Claims!
315,2,between the luos and kikuyu who are the optimists and skeptics. Discuss 20 marks
316,2,Between 8th sep and now. Police have killed 35 mostly Luos . Their deaths are just as painful as those who Crushed in Lake Nakur. RIP to all
317,2,Betty Waitherero and Boniface are just Robert Alais who happen to be kikuyus .
318,2,Betty Kylo is in love na mkisii after kuonja from the former husband she know what she is missing why lie!!!! So TelePrompTer wont change awiti to read Nyakundi Betty is in love never mind her
319,2,Better Uhuru Kenyatta you will never even win a presidential nomination in Kenya coz Kikuyus will drop you like they never knew you.Goodluck
320,2,Better Raila who gently ask funds for his campaign than Jubilee that steals billions of taxes from innocent Kenyans.
321,2,Betraying Raila wont make him your favorite and vote for him. You will still look for tribesman or tribe-friendly guy to vote for.
322,2,BET There are more Kikuyus supporting and than Kikuyu who attended the coronation of uhuru. We all remember the naked terraces.
323,2,Benefits of Justice for Sale: if you pay sh500m for presidency win you can easily recover sh100b from Eurobond infrastructure projects etc
324,2,Beneficiaries of electoral malpractices defending their co conspirators.
325,2,Ben GETHI is telling Jeff that he does fuel business with NYS through a proxy why? Even the lady was a proxy? Conmen use proxies/nominees.
326,2,Below are Things kiuks must stop in 2015! Don't mess with Luhyas Bruh Waru Na Kuku kwa sufuria moja
327,2,Belongs to us...by your Courtesy...only time will heal the pain you have caused us. LUOS ...KALENJINS...TURKANAS... all Of us are brothers...we share the same pain same frustration same tears and joy...While you roll in your car and eat meat!
328,2,Believe it or not this only kikuyus and kalejins will vote UHURU
329,2,Believe it is about to go down. Matiangi & the crooks from ...loading.
330,2,Being united in confusion is more dangerous than standing alone
331,2,Being tribal must be a burden... Imagine getting to learn the number of Kikuyus that support Raila and the number of Luos that support Uhuru
332,2,Being luo is a crime? Why kill us? Don't we pay taxes? Or you just wanna finish us? I need answers
333,2,Being Luo Kyuk Maasai or Digo has no practical or physical relevance to us Kenyans...unless you are a politician.
334,2,Being Luhya is unsolved mystery. Unatoka Wera 5 jioni ka umechoka lakini kitu bado inakuambia uende mjengo hadi 8 Usiku. Energy will kill us
335,2,Being in groups like Hot Kamba Girls Luo men with Swag Kikuyus are sexy et al promotes Tribalism among the youth!
336,2,Being Black In America: asking for very little and getting disrespected. asking for a lot and being forced to compromise. demanding anything and getting shut down or circumvented. kwanzaa it's tough out here.
337,2,Behind the those purported names of shareholders are the Arap Singhs of Kenya who also have an insatiable thirst for land. With assistance of their henchmen at Energy Ministry.
338,2,Beginning with the squad to kill Mungiki figures post 2007/08 killing of Luos/ Luhyas ; to the squad formed to kill the squad that killed Mungiki; to the squad formed to kill ICC witnesses to the Jacob Juma/Chris Msando squad there are too many police killers on the prow
339,2,Before Aug 8 Nkaissery murdered Musando murdered Who's next?
340,2,Because you are the only people in Kenya or the economy only belongs to Kikuyus and kalenjins?
341,2,Because why not! In any case Kambas are sofasticated folks.
342,2,Because we have time to think about killing others? There is no uthamaki culture. Don't justify your laziness by blaming kikuyus for everything
343,2,Because U sacrificed them for the kenyatta family to remain in power your cup of sin has overflow before God
344,2,Because they've been conditioned to hate him by their leaders who see him as a threat to kikuyus gasp on Kenyan leadership..
345,2,Because people blamed all luos for the actions of a few does it now make it okay to blame Kikuyus for mungiki crimes? It doesn't.
346,2,Because of tribe we cannot talk of graft even when it is killing us in order not to expose our own. End
347,2,because most are owned by kisiis ... RT : 90% of Embassava crew is Kisii
348,2,Because killers are senior government officials
349,2,Because kikuyus are not supposed to support anyone from their tribe.
350,2,BECAUSE KIKUYUS ARE NO LONGER IN OPPOSITION? HAVE YOU CHECKED WHAT YOU USED TO BE BY THE WAY?
351,2,Because Kikuyus and Kalenjins are involved you play the Ostrich
352,2,Because it's only Kikuyus with their own. What if other tribes unleash theirs
353,2,Because its kikuyus only employed by safaricom...or kikuyus also run mpesa shops in luo nyanza....! Nkt...tribalist!
354,2,battling (not BUTTling) with luhyas for chicken-determining roast the odds are against me will iWin?? are the gods with me?? hahaha
355,2,Bahati MP Kimani Ngunjiri should be in jail by now
356,2,Bahati MP Kimani Ngunjiri Mp inciting his people against other tribes in Nakuru yesterday ..
357,2,Bahati MP Kimani Ngunjiri inciting youths to evict Luo's from Nakuru
358,2,Baffoon chiloba utatumika then udampiwe ka
359,2,Backdate that to 2015 when we in CORD were protesting looting of money at NYS by Anne Waiguru & co. You defended a thief. If NYS culprits were prosecuted then we wouldn't be having a today... Or would we?
360,2,Baba you are making big blunder Having Maasai leaders in Orange House but you are attacking verbally Joseph Ole Nkaissery&Keriako Tobiko
361,2,Baba is addressing the nation All Uthamaki are busy tweeting about him hey yo kikuyus you have a chance to criticise baba
362,2,All those Tanzanians shouting Mali ya leo Mali ya Leo in Gikomba and any other markets in Kenya have no papers! Tit for Tat!
363,2,All this politicians from former govts are just part of MAN EATING SOCIETY..WE need to kick them out.
364,2,All this political theatrics ranging from to is to take away minds of kenyans from the real issues of govt
365,2,All this nonsense said by madimoni is aimed at pushing a mkate nusu like we ve always said. mtajua hamjui. UhuRuto sio Ubako
366,2,All these Jubilee shenanigans are just CONFIRMING that they STOLE August Poll and fear facing
367,2,All these horribly constructed teams (WAS CLE DET) are playing right in Masai 's hands. Just watch.
368,2,All these fellows alleging that Ngunyi is paid to talk. are no better than him.
369,2,All over sudden sounds like an uneducated ignorant arrogant sycophant!
370,2,All Nyakundi does is chew the much he cant swallow then seek KOT's attention and sympathy
371,2,All NASA supporters are Lawyers of the High court . They all can make judgment ata wale HAWAJUI polling stations zao .
372,2,ALL MUNGIKIS ARE KIKUYUS BUT ALL KIKUYUS ARE NOT MUNGIKIS...ile hasira niko nayo cant let me digest this hata ingawa am trying to...
373,2,All media houses should give a media blackout.
374,2,'All Luos are smart' = Compliment 'All Luos are stupid' = Tribalism. See the difference?
375,2,All luos are lightskin don't believe the media RT : dark? Lmao! Luos are light? X__X
376,2,All luhyas should use because meals are provided for free
377,2,All luhyas should unite and do away with Railamania the kalenjins did that in 2013 and they are doing better politically..... Stop being used by Raila
378,2,All Kisiis except are the best people to work with.very clean hearts
379,2,All Kisiis are shujaas. Speaking in paragraphs is not easy.
380,2,All kikuyus suddenly have become friendly and reaching out to other communities
381,2,All kikuyus mafias has negative attitude towards other communities as if they own life.eg ndungu uhuru ngunyi
382,2,All Kikuyus and Luos shud go on a 10 year honeymoon make peace n settle their beef n come back wen they are mature enuff to co-exist.
383,2,All Kikuyus & Kalenjins supporting are tribal but all Luos&Luhyas supporting are patriotic plz spare us
384,2,All keroche managers are kambas !
385,2,All Kenyans narrative used when Kikuyus are involved? IEBC couldn't get qualified ROs from other 40 tribes?
386,2,All Kenyans acknowledge that Luhyas are the genius genetics that make Kenya proud in every aspects from politics to academics... Proudly!
387,2,All kenyan men are gentlemen hawawes kukupeleka date wakuhepe huyo ka si mNigeria lazma anatoka SA
388,2,All kambas are supporting mike Sonko mbuvi the nonsense comes when they think kikuyu will support Sonko...
389,2,All kales and Kikuyus condemning Other tribes mourning the decision
390,2,All jubilee aspirants in nairobi are all kikuyus I thought you should know Thanks.
391,2,All indications are that the Kamba nation will vote for Jubilee handing Uhuru Kenyatta votes on the first round.
392,2,All I see on this is empty threats from Nyanza as if they are the only voters in Kenya
393,2,all i see here is exchanges between luos and kikuyus the rest of us 40 tribes are just watching the drama unfold
394,2,all i see are kikuyus praying soo that power remains in their hands
395,2,All his fellow kikuyus who grab our land must know that their days are numbered
396,2,All 42 tribes should Standing up against this Mutahi Ngunyi Nonsense ethnic narrative... Away with -Ve ethnicity
397,2,All are crusifying over ICC but are busy defending who allegedly incriminated
398,2,Alijoin nasa he lost his gubernatorial seat Anajoin Jubilee What if they loose political chameleon ''Isaac Ruto''
399,2,you're no different of kuria hate is all over your heart.not all kikuyus are mungiki.
400,2,You're adding Luhya kambas and coastarians for cosmetics just say Luos don't kill
401,2,Your UHURUTO are the one destroying our country. They are threatening anyone ! !. We will sent him home peacefully !
402,2,your tweet is funny. because Kalenjins are not supposed to vote for Raila? Tribal mind!
403,2,Your thinking is narrow do you mean all those loosing seats are kalenjins or you wanna say kalenjins are pulling our country back to politics.... Its a few individuals in the Judiciary and the so called 'stakeholders'
404,2,You are sick but Long after you are gone and decomposed Kikuyus (Im not one)like any other Kenyans 4ever be important pillar to our country.
405,2,You are asking for source of land grabbing? Give us a pointer for such statistics! Alternatively go count how many KIKUYUs own coastal land!
406,2,You will all be mowed down. Count out Kamba Kisii and Luhya. See where demonstrations are . Nyanza only None in Machakos.
407,2,YOU WANT TO KNOW WHY KIKUYUS AND KALENJINS ARE HOLDING US BACK CHECK BIWOTT'S SPEECH ON YOUTUBE.
408,2,You want to know how evolved we have gotten? Leon Lidigu Nyakundi & Kinyanboy gave news about an alleged attack and we don't listen to em
409,2,You think Luhyas Drink more Tea than other Tribes. These Somali skinnies [Me] are Guzzlers. Tea with Every Meal and when they are thirsty.
